ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
sanzhi-44_frost-1,,sanzhi,44_frost,шахв,шахв,<?> а <?> <?>,,lexcauc,,,^ш а х в$,default
sanzhi-44_frost-2,,sanzhi,44_frost,шах,шах,<?> а <?>,,lexcauc,,,^ш а х$,default
sanzhi-48_fire-1,,sanzhi,48_fire,ц1а,ц1а,<?> <?> а,,lexcauc,,,^ц 1 а$,default
sanzhi-49_smoke-1,,sanzhi,49_smoke,бергва,бергва,<?> е р <?> <?> а,,lexcauc,,,^б е р г в а$,default
sanzhi-50_ash-1,,sanzhi,50_ash,хъвесса,хъвесса,<?> <?> <?> е <?> а,,lexcauc,,,^х ъ в е сс а$,default
sanzhi-58_firewood-1,,sanzhi,58_firewood,урцул,урцул,<?> р <?> <?> <?>,,lexcauc,,,^у р ц у л$,default
sanzhi-59_charcoal-1,,sanzhi,59_charcoal,ккантре,ккантре,<?> а <?> т р е,,lexcauc,,,^кк а н т р е$,default
sanzhi-59_charcoal-2,,sanzhi,59_charcoal,урцулла кка,урцулла кка,<?> р <?> <?> <?> а + <?> а,,lexcauc,,,^у р ц у лл а + кк а$,default
sanzhi-60_charcoalpiece-1,,sanzhi,60_charcoalpiece,ккантар,ккантар,<?> а <?> т а р,,lexcauc,,,^кк а н т а р$,default
sanzhi-61_embers-1,,sanzhi,61_embers,энчча,энчча,<?> <?> <?> а,,lexcauc,,,^э н чч а$,default
sanzhi-62_dungfuel-1,,sanzhi,62_dungfuel,кубарт,кубарт,<?> <?> <?> а р т,,lexcauc,,,^к у б а р т$,default
sanzhi-63_person-1,,sanzhi,63_person,адми,адми,а <?> <?> <?>,,lexcauc,,,^а д м и$,default
sanzhi-64_man-1,,sanzhi,64_man,мургул,мургул,<?> <?> р <?> <?> <?>,,lexcauc,,,^м у р г у л$,default
sanzhi-65_woman-1,,sanzhi,65_woman,хьхьунул,хьхьунул,<?> <?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^х ь х ь у н у л$,default
sanzhi-68_boy-1,,sanzhi,68_boy,дурх1у1,дурх1у1,<?> <?> р <?> <?> <?> <?>,,lexcauc,,,^д у р х 1 у 1 $,default
sanzhi-69_girl-1,,sanzhi,69_girl,рурсси,рурсси,р <?> р <?> <?>,,lexcauc,,,^р у р сс и$,default
sanzhi-70_child-1,,sanzhi,70_child,дурх1у1,дурх1у1,<?> <?> р <?> <?> <?> <?>,,lexcauc,,,^д у р х 1 у 1 $,default
sanzhi-71_infant-1,,sanzhi,71_infant,ник1а дурх1у1,ник1а дурх1у1,<?> <?> <?> <?> а + <?> <?> р <?> <?> <?> <?>,,lexcauc,,,^н и к 1 а + д у р х 1 у 1 $,default
sanzhi-72_husband-1,,sanzhi,72_husband,суб,суб,<?> <?> <?>,,lexcauc,,,^с у б$,default
sanzhi-73_wife-1,,sanzhi,73_wife,хьхьунул,хьхьунул,<?> <?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^х ь х ь у н у л$,default
sanzhi-74_bride-1,,sanzhi,74_bride,ц1икури,ц1икури,<?> <?> <?> <?> <?> р <?>,,lexcauc,,,^ц 1 и к у р и$,default
sanzhi-75_bridegroom-1,,sanzhi,75_bridegroom,гьалмагъ,гьалмагъ,<?> <?> а <?> <?> а <?> <?>,,lexcauc,,,^г ь а л м а г ъ$,default
sanzhi-78_wedding-1,,sanzhi,78_wedding,мехъ,мехъ,<?> е <?> <?>,,lexcauc,,,^м е х ъ$,default
sanzhi-79_father-1,,sanzhi,79_father,атта,атта,а тт а,,lexcauc,,,^а тт а$,default
sanzhi-80_mother-1,,sanzhi,80_mother,аба,аба,а <?> а,,lexcauc,,,^а б а$,default
sanzhi-81_son-1,,sanzhi,81_son,дурх1у1,дурх1у1,<?> <?> р <?> <?> <?> <?>,,lexcauc,,,^д у р х 1 у 1 $,default
sanzhi-82_daughter-1,,sanzhi,82_daughter,рурсси,рурсси,р <?> р <?> <?>,,lexcauc,,,^р у р сс и$,default
sanzhi-83_brother-1,,sanzhi,83_brother,уцци,уцци,<?> <?> <?>,,lexcauc,,,^у цц и$,default
sanzhi-84_sister-1,,sanzhi,84_sister,руцци,руцци,р <?> <?> <?>,,lexcauc,,,^р у цц и$,default
sanzhi-85_twins-1,,sanzhi,85_twins,к1видаркьи,к1видаркьи,<?> <?> <?> <?> <?> а р <?> <?> <?>,,lexcauc,,,^к 1 в и д а р к ь и$,default
sanzhi-86_grandfatherfatheroffather-1,,sanzhi,86_grandfatherfatheroffather,ххаттай,ххаттай,<?> а тт а <?>,,lexcauc,,,^хх а тт а й$,default
sanzhi-87_grandfatherfatherofmother-1,,sanzhi,87_grandfatherfatherofmother,ххаттай,ххаттай,<?> а тт а <?>,,lexcauc,,,^хх а тт а й$,default
sanzhi-88_grandmothermotheroffather-1,,sanzhi,88_grandmothermotheroffather,ххабай,ххабай,<?> а <?> а <?>,,lexcauc,,,^хх а б а й$,default
sanzhi-88_grandmothermotheroffather-2,,sanzhi,88_grandmothermotheroffather,аттаба,аттаба,а тт а <?> а,,lexcauc,,,^а тт а б а$,default
sanzhi-89_grandmothermotherofmother-1,,sanzhi,89_grandmothermotherofmother,ххабай,ххабай,<?> а <?> а <?>,,lexcauc,,,^хх а б а й$,default
sanzhi-89_grandmothermotherofmother-2,,sanzhi,89_grandmothermotherofmother,абаба,абаба,а <?> а <?> а,,lexcauc,,,^а б а б а$,default
sanzhi-90_grandsonsonofson-1,,sanzhi,90_grandsonsonofson,дурх1улла дурх1у,дурх1улла дурх1у,<?> <?> р <?> <?> <?> <?> а + <?> <?> р <?> <?> <?>,,lexcauc,,,^д у р х 1 у лл а + д у р х 1 у$,default
sanzhi-91_grandsonsonofdaughter-1,,sanzhi,91_grandsonsonofdaughter,рурссила дурх1у,рурссила дурх1у,р <?> р <?> <?> <?> а + <?> <?> р <?> <?> <?>,,lexcauc,,,^р у р сс и л а + д у р х 1 у$,default
sanzhi-92_granddaughterdaughterofson-1,,sanzhi,92_granddaughterdaughterofson,дурх1улла рурсси,дурх1улла рурсси,<?> <?> р <?> <?> <?> <?> а + р <?> р <?> <?>,,lexcauc,,,^д у р х 1 у лл а + р у р сс и$,default
sanzhi-93_granddaughterdaughterofdaughter-1,,sanzhi,93_granddaughterdaughterofdaughter,рурссила рурсси,рурссила рурсси,р <?> р <?> <?> <?> а + р <?> р <?> <?>,,lexcauc,,,^р у р сс и л а + р у р сс и$,default
sanzhi-94_unclebrotheroffather-1,,sanzhi,94_unclebrotheroffather,ацци,ацци,а <?> <?>,,lexcauc,,,^а цц и$,default
sanzhi-95_unclebrotherofmother-1,,sanzhi,95_unclebrotherofmother,ацци,ацци,а <?> <?>,,lexcauc,,,^а цц и$,default
sanzhi-96_auntsisteroffather-1,,sanzhi,96_auntsisteroffather,ази,ази,а <?> <?>,,lexcauc,,,^а з и$,default
sanzhi-97_auntsisterofmother-1,,sanzhi,97_auntsisterofmother,ази,ази,а <?> <?>,,lexcauc,,,^а з и$,default
sanzhi-98_nephewsonofbrother-1,,sanzhi,98_nephewsonofbrother,хъини,хъини,<?> <?> <?> <?> <?>,,lexcauc,,,^х ъ и н и$,default
sanzhi-99_nephewsonofsister-1,,sanzhi,99_nephewsonofsister,хъини,хъини,<?> <?> <?> <?> <?>,,lexcauc,,,^х ъ и н и$,default
sanzhi-100_niecedaughterofbrother-1,,sanzhi,100_niecedaughterofbrother,хъини,хъини,<?> <?> <?> <?> <?>,,lexcauc,,,^х ъ и н и$,default
sanzhi-101_niecedaughterofsister-1,,sanzhi,101_niecedaughterofsister,хъини,хъини,<?> <?> <?> <?> <?>,,lexcauc,,,^х ъ и н и$,default
sanzhi-102_cousinmale-1,,sanzhi,102_cousinmale,уццикьар,уццикьар,<?> <?> <?> <?> <?> а р,,lexcauc,,,^у цц и к ь а р$,default
sanzhi-103_cousinfemale-1,,sanzhi,103_cousinfemale,руццикьар,руццикьар,р <?> <?> <?> <?> <?> а р,,lexcauc,,,^р у цц и к ь а р$,default
sanzhi-104_fatherinlawfatherofwife-1,,sanzhi,104_fatherinlawfatherofwife,ххула атта,ххула атта,<?> <?> <?> а + а тт а,,lexcauc,,,^хх у л а + а тт а$,default
sanzhi-105_fatherinlawfatherofhusband-1,,sanzhi,105_fatherinlawfatherofhusband,ххула атта,ххула атта,<?> <?> <?> а + а тт а,,lexcauc,,,^хх у л а + а тт а$,default
sanzhi-106_motherinlawmotherofwife-1,,sanzhi,106_motherinlawmotherofwife,ххула аба,ххула аба,<?> <?> <?> а + а <?> а,,lexcauc,,,^хх у л а + а б а$,default
sanzhi-107_motherinlawmotherofhusband-1,,sanzhi,107_motherinlawmotherofhusband,ххула аба,ххула аба,<?> <?> <?> а + а <?> а,,lexcauc,,,^хх у л а + а б а$,default
sanzhi-108_soninlaw-1,,sanzhi,108_soninlaw,нуца,нуца,<?> <?> <?> а,,lexcauc,,,^н у ц а$,default
sanzhi-109_daughterinlawofaman-1,,sanzhi,109_daughterinlawofaman,дурх1ёла хьхьунул,дурх1ёла хьхьунул,<?> <?> р <?> <?> <?> <?> а + <?> <?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^д у р х 1 ё л а + х ь х ь у н у л$,default
sanzhi-110_daughterinlawofawoman-1,,sanzhi,110_daughterinlawofawoman,дурх1ёла хьхьунул,дурх1ёла хьхьунул,<?> <?> р <?> <?> <?> <?> а + <?> <?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^д у р х 1 ё л а + х ь х ь у н у л$,default
sanzhi-111_stepfather-1,,sanzhi,111_stepfather,г1яххёл атта,г1яххёл атта,<?> <?> <?> <?> <?> <?> + а тт а,,lexcauc,,,^г 1 я хх ё л + а тт а$,default
sanzhi-111_stepfather-2,,sanzhi,111_stepfather,угай атта,угай атта,<?> <?> а <?> + а тт а,,lexcauc,,,^у г а й + а тт а$,default
sanzhi-112_stepmother-1,,sanzhi,112_stepmother,г1яххёл аба,г1яххёл аба,<?> <?> <?> <?> <?> <?> + а <?> а,,lexcauc,,,^г 1 я хх ё л + а б а$,default
sanzhi-112_stepmother-2,,sanzhi,112_stepmother,угай аба,угай аба,<?> <?> а <?> + а <?> а,,lexcauc,,,^у г а й + а б а$,default
sanzhi-113_stepson-1,,sanzhi,113_stepson,г1яххёл дурх1ё,г1яххёл дурх1ё,<?> <?> <?> <?> <?> <?> + <?> <?> р <?> <?> <?>,,lexcauc,,,^г 1 я хх ё л + д у р х 1 ё$,default
sanzhi-113_stepson-2,,sanzhi,113_stepson,угай дурх1ё,угай дурх1ё,<?> <?> а <?> + <?> <?> р <?> <?> <?>,,lexcauc,,,^у г а й + д у р х 1 ё$,default
sanzhi-114_stepdaughter-1,,sanzhi,114_stepdaughter,г1яххёл рурсси,г1яххёл рурсси,<?> <?> <?> <?> <?> <?> + р <?> р <?> <?>,,lexcauc,,,^г 1 я хх ё л + р у р сс и$,default
sanzhi-114_stepdaughter-2,,sanzhi,114_stepdaughter,угай рурсси,угай рурсси,<?> <?> а <?> + р <?> р <?> <?>,,lexcauc,,,^у г а й + р у р сс и$,default
sanzhi-115_orphan-1,,sanzhi,115_orphan,ятим,ятим,<?> т <?> <?>,,lexcauc,,,^я т и м$,default
sanzhi-116_widow-1,,sanzhi,116_widow,ккама хьхьунул,ккама хьхьунул,<?> а <?> а + <?> <?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^кк а м а + х ь х ь у н у л$,default
sanzhi-117_widower-1,,sanzhi,117_widower,ккама мургул,ккама мургул,<?> а <?> а + <?> <?> р <?> <?> <?>,,lexcauc,,,^кк а м а + м у р г у л$,default
sanzhi-118_family-1,,sanzhi,118_family,кулпат,кулпат,<?> <?> <?> <?> а т,,lexcauc,,,^к у л п а т$,default
sanzhi-119_clan-1,,sanzhi,119_clan,кьам,кьам,<?> <?> а <?>,,lexcauc,,,^к ь а м$,default
sanzhi-119_clan-2,,sanzhi,119_clan,тухум,тухум,т <?> <?> <?> <?>,,lexcauc,,,^т у х у м$,default
sanzhi-119_clan-3,,sanzhi,119_clan,жинс,жинс,<?> <?> <?> <?>,,lexcauc,,,^ж и н с$,default
sanzhi-122_this-1,,sanzhi,122_this,гьеж,гьеж,<?> <?> е <?>,,lexcauc,,,^г ь е ж$,default
sanzhi-122_this-2,,sanzhi,122_this,гьей,гьей,<?> <?> е <?>,,lexcauc,,,^г ь е й$,default
sanzhi-123_thatmedial-1,,sanzhi,123_thatmedial,гьел,гьел,<?> <?> е <?>,,lexcauc,,,^г ь е л$,default
sanzhi-124_thatdistalhorizontal-1,,sanzhi,124_thatdistalhorizontal,гьет,гьет,<?> <?> е т,,lexcauc,,,^г ь е т$,default
sanzhi-129_wildanimal-1,,sanzhi,129_wildanimal,жанивар,жанивар,<?> а <?> <?> <?> а р,,lexcauc,,,^ж а н и в а р$,default
sanzhi-130_cub-1,,sanzhi,130_cub,дурх1у1,дурх1у1,<?> <?> р <?> <?> <?> <?>,,lexcauc,,,^д у р х 1 у 1 $,default
sanzhi-131_livestock-1,,sanzhi,131_livestock,х1яйванте,х1яйванте,<?> <?> <?> <?> <?> а <?> т е,,lexcauc,,,^х 1 я й в а н т е$,default
sanzhi-132_pasturesummer-1,,sanzhi,132_pasturesummer,кьят1,кьят1,<?> <?> <?> т <?>,,lexcauc,,,^к ь я т 1 $,default
sanzhi-133_herdsmanofcows-1,,sanzhi,133_herdsmanofcows,акьана,акьана,а <?> <?> а <?> а,,lexcauc,,,^а к ь а н а$,default
sanzhi-134_shepherd-1,,sanzhi,134_shepherd,дуклуш,дуклуш,<?> <?> <?> <?> <?> <?>,,lexcauc,,,^д у к л у ш$,default
sanzhi-135_cattleshed-1,,sanzhi,135_cattleshed,дярхъв,дярхъв,<?> <?> р <?> <?> <?>,,lexcauc,,,^д я р х ъ в$,default
sanzhi-136_sheepshed-1,,sanzhi,136_sheepshed,дярхъв,дярхъв,<?> <?> р <?> <?> <?>,,lexcauc,,,^д я р х ъ в$,default
sanzhi-138_hayloft-1,,sanzhi,138_hayloft,дугъа,дугъа,<?> <?> <?> <?> а,,lexcauc,,,^д у г ъ а$,default
sanzhi-139_threshingfloor-1,,sanzhi,139_threshingfloor,дурази,дурази,<?> <?> р а <?> <?>,,lexcauc,,,^д у р а з и$,default
sanzhi-140_sheaf-1,,sanzhi,140_sheaf,г1ябкьигар,г1ябкьигар,<?> <?> <?> <?> <?> <?> <?> <?> а р,,lexcauc,,,^г 1 я б к ь и г а р$,default
sanzhi-141_stack-1,,sanzhi,141_stack,ццу,ццу,<?> <?>,,lexcauc,,,^цц у$,default
sanzhi-143_cow-1,,sanzhi,143_cow,кьвял,кьвял,<?> <?> <?> <?> <?>,,lexcauc,,,^к ь в я л$,default
sanzhi-144_bull-1,,sanzhi,144_bull,бугъа,бугъа,<?> <?> <?> <?> а,,lexcauc,,,^б у г ъ а$,default
sanzhi-145_ox-1,,sanzhi,145_ox,унц,унц,<?> <?> <?>,,lexcauc,,,^у н ц$,default
sanzhi-146_heifer-1,,sanzhi,146_heifer,к1ахъа,к1ахъа,<?> <?> а <?> <?> а,,lexcauc,,,^к 1 а х ъ а$,default
sanzhi-147_bullcalf-1,,sanzhi,147_bullcalf,к1ашша,к1ашша,<?> <?> а <?> а,,lexcauc,,,^к 1 а шш а$,default
sanzhi-148_calf-1,,sanzhi,148_calf,къачча,къачча,<?> <?> а <?> а,,lexcauc,,,^к ъ а чч а$,default
sanzhi-150_sheepirrespofgender-1,,sanzhi,150_sheepirrespofgender,мацца,мацца,<?> а <?> а,,lexcauc,,,^м а цц а$,default
sanzhi-151_ram-1,,sanzhi,151_ram,квия,квия,<?> <?> <?> <?>,,lexcauc,,,^к в и я$,default
sanzhi-152_ewe-1,,sanzhi,152_ewe,чахъу,чахъу,<?> а <?> <?> <?>,,lexcauc,,,^ч а х ъ у$,default
sanzhi-153_lamb1year-1,,sanzhi,153_lamb1year,мукьара,мукьара,<?> <?> <?> <?> а р а,,lexcauc,,,^м у к ь а р а$,default
sanzhi-154_youngsheep13years-1,,sanzhi,154_youngsheep13years,шам интта,шам интта,<?> а <?> + <?> <?> тт а,,lexcauc,,,^ш а м + и н тт а$,default
sanzhi-155_youngram13years-1,,sanzhi,155_youngram13years,шам,шам,<?> а <?>,,lexcauc,,,^ш а м$,default
sanzhi-156_boar-1,,sanzhi,156_boar,жакьа,жакьа,<?> а <?> <?> а,,lexcauc,,,^ж а к ь а$,default
sanzhi-157_shegoat-1,,sanzhi,157_shegoat,эчча,эчча,<?> <?> а,,lexcauc,,,^э чч а$,default
sanzhi-158_hegoat-1,,sanzhi,158_hegoat,кьаца,кьаца,<?> <?> а <?> а,,lexcauc,,,^к ь а ц а$,default
sanzhi-160_kid1year-1,,sanzhi,160_kid1year,бесхъа,бесхъа,<?> е <?> <?> <?> а,,lexcauc,,,^б е с х ъ а$,default
sanzhi-161_horseirrespofgender-1,,sanzhi,161_horseirrespofgender,урчи,урчи,<?> р <?> <?>,,lexcauc,,,^у р ч и$,default
sanzhi-163_mare-1,,sanzhi,163_mare,кквацца,кквацца,<?> <?> а <?> а,,lexcauc,,,^кк в а цц а$,default
sanzhi-164_foal-1,,sanzhi,164_foal,тяг1яй,тяг1яй,т <?> <?> <?> <?> <?>,,lexcauc,,,^т я г 1 я й$,default
sanzhi-165_donkey-1,,sanzhi,165_donkey,амха,амха,а <?> <?> а,,lexcauc,,,^а м х а$,default
sanzhi-166_foalofdonkey-1,,sanzhi,166_foalofdonkey,дагу,дагу,<?> а <?> <?>,,lexcauc,,,^д а г у$,default
sanzhi-167_mule-1,,sanzhi,167_mule,къачир,къачир,<?> <?> а <?> <?> р,,lexcauc,,,^к ъ а ч и р$,default
sanzhi-168_rooster-1,,sanzhi,168_rooster,ттагъу,ттагъу,тт а <?> <?> <?>,,lexcauc,,,^тт а г ъ у$,default
sanzhi-169_hen-1,,sanzhi,169_hen,г1ярг1я,г1ярг1я,<?> <?> <?> р <?> <?> <?>,,lexcauc,,,^г 1 я р г 1 я$,default
sanzhi-170_chick-1,,sanzhi,170_chick,ч1игва,ч1игва,<?> <?> <?> <?> <?> а,,lexcauc,,,^ч 1 и г в а$,default
sanzhi-171_goose-1,,sanzhi,171_goose,къваз,къваз,<?> <?> <?> а <?>,,lexcauc,,,^к ъ в а з$,default
sanzhi-172_duck-1,,sanzhi,172_duck,бят1бят1,бят1бят1,<?> <?> т <?> <?> <?> т <?>,,lexcauc,,,^б я т 1 б я т 1 $,default
sanzhi-172_duck-2,,sanzhi,172_duck,урдек,урдек,<?> р <?> е <?>,,lexcauc,,,^у р д е к$,default
sanzhi-173_nest-1,,sanzhi,173_nest,мергв,мергв,<?> е р <?> <?>,,lexcauc,,,^м е р г в$,default
sanzhi-174_bird-1,,sanzhi,174_bird,чяква,чяква,<?> <?> <?> <?> а,,lexcauc,,,^ч я к в а$,default
sanzhi-175_heron-1,,sanzhi,175_heron,леглег,леглег,<?> е <?> <?> е <?>,,lexcauc,,,^л е г л е г$,default
sanzhi-176_eagle-1,,sanzhi,176_eagle,ч1ака,ч1ака,<?> <?> а <?> а,,lexcauc,,,^ч 1 а к а$,default
sanzhi-177_hawk-1,,sanzhi,177_hawk,къиргъу,къиргъу,<?> <?> <?> р <?> <?> <?>,,lexcauc,,,^к ъ и р г ъ у$,default
sanzhi-178_falcon-1,,sanzhi,178_falcon,къиргъип,къиргъип,<?> <?> <?> р <?> <?> <?> <?>,,lexcauc,,,^к ъ и р г ъ и п$,default
sanzhi-178_falcon-2,,sanzhi,178_falcon,лачин,лачин,<?> а <?> <?> <?>,,lexcauc,,,^л а ч и н$,default
sanzhi-179_bat-1,,sanzhi,179_bat,х1якапутти,х1якапутти,<?> <?> <?> <?> а <?> <?> тт <?>,,lexcauc,,,^х 1 я к а п у тт и$,default
sanzhi-180_crow-1,,sanzhi,180_crow,ххула къяна,ххула къяна,<?> <?> <?> а + <?> <?> <?> <?> а,,lexcauc,,,^хх у л а + к ъ я н а$,default
sanzhi-181_magpie-1,,sanzhi,181_magpie,къяна,къяна,<?> <?> <?> <?> а,,lexcauc,,,^к ъ я н а$,default
sanzhi-182_jackdaw-1,,sanzhi,182_jackdaw,хъерхъа,хъерхъа,<?> <?> е р <?> <?> а,,lexcauc,,,^х ъ е р х ъ а$,default
sanzhi-183_dove-1,,sanzhi,183_dove,нахьва,нахьва,<?> а <?> <?> <?> а,,lexcauc,,,^н а х ь в а$,default
sanzhi-184_sparrow-1,,sanzhi,184_sparrow,чяква,чяква,<?> <?> <?> <?> а,,lexcauc,,,^ч я к в а$,default
sanzhi-185_owl-1,,sanzhi,185_owl,т1ума,т1ума,т <?> <?> <?> а,,lexcauc,,,^т 1 у м а$,default
sanzhi-186_eagleowl-1,,sanzhi,186_eagleowl,т1ума,т1ума,т <?> <?> <?> а,,lexcauc,,,^т 1 у м а$,default
sanzhi-187_cuckoo-1,,sanzhi,187_cuckoo,ккуккуп,ккуккуп,<?> <?> <?> <?> <?>,,lexcauc,,,^кк у кк у п$,default
sanzhi-189_partridge-1,,sanzhi,189_partridge,къахъба,къахъба,<?> <?> а <?> <?> <?> а,,lexcauc,,,^к ъ а х ъ б а$,default
sanzhi-190_swallow-1,,sanzhi,190_swallow,жатта,жатта,<?> а тт а,,lexcauc,,,^ж а тт а$,default
sanzhi-190_swallow-2,,sanzhi,190_swallow,х1яжила жатта,х1яжила жатта,<?> <?> <?> <?> <?> <?> а + <?> а тт а,,lexcauc,,,^х 1 я ж и л а + ж а тт а$,default
sanzhi-191_dog-1,,sanzhi,191_dog,ххве,ххве,<?> <?> е,,lexcauc,,,^хх в е$,default
sanzhi-192_femaledog-1,,sanzhi,192_femaledog,кквачча,кквачча,<?> <?> а <?> а,,lexcauc,,,^кк в а чч а$,default
sanzhi-193_puppyofdog-1,,sanzhi,193_puppyofdog,кац1и,кац1и,<?> а <?> <?> <?>,,lexcauc,,,^к а ц 1 и$,default
sanzhi-194_hare-1,,sanzhi,194_hare,гъу1ра,гъу1ра,<?> <?> <?> <?> р а,,lexcauc,,,^г ъ у 1 р а$,default
sanzhi-195_cat-1,,sanzhi,195_cat,ккята,ккята,<?> <?> т а,,lexcauc,,,^кк я т а$,default
sanzhi-196_mouse-1,,sanzhi,196_mouse,ваца,ваца,<?> а <?> а,,lexcauc,,,^в а ц а$,default
sanzhi-197_rat-1,,sanzhi,197_rat,хъуркка ваца,хъуркка ваца,<?> <?> <?> р <?> а + <?> а <?> а,,lexcauc,,,^х ъ у р кк а + в а ц а$,default
sanzhi-198_badger-1,,sanzhi,198_badger,т1уж,т1уж,т <?> <?> <?>,,lexcauc,,,^т 1 у ж$,default
sanzhi-199_marten-1,,sanzhi,199_marten,хярц1,хярц1,<?> <?> р <?> <?>,,lexcauc,,,^х я р ц 1 $,default
sanzhi-200_squirrel-1,,sanzhi,200_squirrel,йярмала ч1ими,йярмала ч1ими,<?> <?> р <?> а <?> а + <?> <?> <?> <?> <?>,,lexcauc,,,^й я р м а л а + ч 1 и м и$,default
sanzhi-201_hedgehog-1,,sanzhi,201_hedgehog,кьядга,кьядга,<?> <?> <?> <?> <?> а,,lexcauc,,,^к ь я д г а$,default
sanzhi-202_fish-1,,sanzhi,202_fish,балихъ,балихъ,<?> а <?> <?> <?> <?>,,lexcauc,,,^б а л и х ъ$,default
sanzhi-203_wolf-1,,sanzhi,203_wolf,бец1,бец1,<?> е <?> <?>,,lexcauc,,,^б е ц 1 $,default
sanzhi-204_bear-1,,sanzhi,204_bear,ссика,ссика,<?> <?> <?> а,,lexcauc,,,^сс и к а$,default
sanzhi-205_fox-1,,sanzhi,205_fox,ккуртта,ккуртта,<?> <?> р тт а,,lexcauc,,,^кк у р тт а$,default
sanzhi-206_deer-1,,sanzhi,206_deer,барткел,барткел,<?> а р т <?> е <?>,,lexcauc,,,^б а р т к е л$,default
sanzhi-207_capracaucasica-1,,sanzhi,207_capracaucasica,дубурла кьаца,дубурла кьаца,<?> <?> <?> <?> р <?> а + <?> <?> а <?> а,,lexcauc,,,^д у б у р л а + к ь а ц а$,default
sanzhi-208_roe-1,,sanzhi,208_roe,хьвент1а,хьвент1а,<?> <?> <?> е <?> т <?> а,,lexcauc,,,^х ь в е н т 1 а$,default
sanzhi-209_camel-1,,sanzhi,209_camel,вялур,вялур,<?> <?> <?> <?> р,,lexcauc,,,^в я л у р$,default
sanzhi-210_louse-1,,sanzhi,210_louse,нез,нез,<?> е <?>,,lexcauc,,,^н е з$,default
sanzhi-211_nit-1,,sanzhi,211_nit,кьи,кьи,<?> <?> <?>,,lexcauc,,,^к ь и$,default
sanzhi-212_flea-1,,sanzhi,212_flea,ц1ика,ц1ика,<?> <?> <?> <?> а,,lexcauc,,,^ц 1 и к а$,default
sanzhi-213_leech-1,,sanzhi,213_leech,ц1иц1бухъ,ц1иц1бухъ,<?> <?> <?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^ц 1 и ц 1 б у х ъ$,default
sanzhi-214_ant-1,,sanzhi,214_ant,зимизала,зимизала,<?> <?> <?> <?> <?> а <?> а,,lexcauc,,,^з и м и з а л а$,default
sanzhi-215_gadfly-1,,sanzhi,215_gadfly,зия,зия,<?> <?> <?>,,lexcauc,,,^з и я$,default
sanzhi-216_moth-1,,sanzhi,216_moth,имс,имс,<?> <?> <?>,,lexcauc,,,^и м с$,default
sanzhi-217_mite-1,,sanzhi,217_mite,сассак1ар,сассак1ар,<?> а <?> а <?> <?> а р,,lexcauc,,,^с а сс а к 1 а р$,default
sanzhi-218_bedbug-1,,sanzhi,218_bedbug,къанда,къанда,<?> <?> а <?> <?> а,,lexcauc,,,^к ъ а н д а$,default
sanzhi-219_spider-1,,sanzhi,219_spider,хъесхъа,хъесхъа,<?> <?> е <?> <?> <?> а,,lexcauc,,,^х ъ е с х ъ а$,default
sanzhi-220_spiderweb-1,,sanzhi,220_spiderweb,хъесхъала душ,хъесхъала душ,<?> <?> е <?> <?> <?> а <?> а + <?> <?> <?>,,lexcauc,,,^х ъ е с х ъ а л а + д у ш$,default
sanzhi-221_bee-1,,sanzhi,221_bee,мирхъи,мирхъи,<?> <?> р <?> <?> <?>,,lexcauc,,,^м и р х ъ и$,default
sanzhi-222_beeswax-1,,sanzhi,222_beeswax,мурч1ал,мурч1ал,<?> <?> р <?> <?> а <?>,,lexcauc,,,^м у р ч 1 а л$,default
sanzhi-223_beehive-1,,sanzhi,223_beehive,мирхъила т1уннехъ,мирхъила т1уннехъ,<?> <?> р <?> <?> <?> <?> а + т <?> <?> <?> е <?> <?>,,lexcauc,,,^м и р х ъ и л а + т 1 у нн е х ъ$,default
sanzhi-224_wasp-1,,sanzhi,224_wasp,жергва,жергва,<?> е р <?> <?> а,,lexcauc,,,^ж е р г в а$,default
sanzhi-225_fly-1,,sanzhi,225_fly,т1ат1ар,т1ат1ар,т <?> а т <?> а р,,lexcauc,,,^т 1 а т 1 а р$,default
sanzhi-226_mosquito-1,,sanzhi,226_mosquito,визара,визара,<?> <?> <?> а р а,,lexcauc,,,^в и з а р а$,default
sanzhi-227_earthworm-1,,sanzhi,227_earthworm,мирихъв,мирихъв,<?> <?> р <?> <?> <?> <?>,,lexcauc,,,^м и р и х ъ в$,default
sanzhi-228_snake-1,,sanzhi,228_snake,мялг1юн,мялг1юн,<?> <?> <?> <?> <?> <<ю>> <?>,,lexcauc,,,^м я л г 1 <ю> н$,default
sanzhi-229_firefly-1,,sanzhi,229_firefly,дуччи лямц1,дуччи лямц1,<?> <?> <?> <?> + <?> <?> <?> <?> <?>,,lexcauc,,,^д у чч и + л я м ц 1 $,default
